qid,question_text,target
15fc3ec6e5de5369fcf1,How far into the realm of lies will Trump and his supporters go? Can they even distinguish between fact and fallacy?,1
48fa5505ad5dd13726d9,How do you take control of a phsycological negotiation?,0
6870cec1da91acf33dc2,Is taking cigarette butts from a public ashtray illegal?,0
4011c02b32f3506bfa54,Would using a liquid with a lower heat capacity than water increase the efficiency of steam power plants?,0
6b9c1e2042a773929380,Is a 50-50 net profit share with the land owner advisable when starting a small business?,0
b856ad29c8a18226cd32,Whenever I apply makeup it gets spoil due to sweat on my face. What to do?,0
31b7aad5b3e9f20fe4f4,Can I be a good person if I am a misogynist?,0
e2f1abd466891ff97050,How can I do what Tony Robbins does?,0
76a1c823c87b5040d28c,"I want to study in Spain after I graduate, but life is too expensive for me. I'm from Bulgaria and I speak good Spanish. How can I survive there?",0
12911db86ceaa609a1e8,How can I make the most money through photography?,0
c53b93ba586f191d730f,Why do I always dream that I have taken a dump in my pants when ever I doze off in public places?,0
da048f6efca02b5df7a1,Why are Jammu people not beautiful?,1
6733b5c6d6134e86476e,Who are all the members of the Consiglio Devastations?,0
d5d14c944d70531cbde4,Is it easy to adapt to any programming environment while you have mastered your C programming skills?,0
b766fed9ace2690b0c8d,What are some of the best horror anime on Crunchyroll?,0
c8f8e39325f71f686950,Last night a clear thin liquid came running down my nose from the right side now my right eye hurts… What was that?,0
941456f00a8cf22ed45a,If your a girl how do u ask you sister to have sex with you?,1
d6e3dfbf9ab1e3c9b8e5,What are some examples of health information management jobs?,0
144c71a3e5ff2fdb62d0,"Is Montreal, Canada a major center for deep learning, both universities and startups?",0
5fee1130fa88aa79db89,What is the most pristine thing you have ever seen or felt?,0
fbe882568799bfd4e499,Why is Europe not a con?,0
26f224e884306db67f52,"To anyone who has survived metastatic cancer, what is your story?",0
346a7d04bae1d165cf3e,What are some life changing events in Al Capone's biography?,0
3a263668cf666a0534ba,Why is PCB demanding BCCI for bilateral tour repeatedly although BCCI has already stated it is not interested? Will PCB sign new FTP schedule without bilateral series with India?,0
9d8998f25d5af39a6131,What is the function of the duodenum in the digestive system?,0
07774f2ab9c9e16aa9a9,What is the disadvantage of % when I take BA honours English as I m from science stream with subjects PCM and English?,0
e28e30fd05291db4e46e,Can a docker commit update the existing rather than create a new image?,0
d6506f9727f659f97dec,How hard ia to forget someone?,0
cc42a35f9ab104d850e1,Would someone suggest me some family water parks in Delhi with price?,0
bcc372d77a2e615351b6,"If an abuser married a person he/she can’t abuse, will he/she still abuse the spouse?",0
776e0a905a5b0d5eb1bb,"Why do we use ""rand() % (max_number + 1 - minimum_number) + minimum_number"" instead of simply ""rand() %n"" to get a ranged random number?",0
75d6a53f4a3c9516384e,How much will it cost to change my IPS panel display in my laptop (Dell Inspiron 14 7000)?,0
460735b061b208ca8530,Which credit card would you recommend to a college student?,0
403ac2cb91fe1cf2220e,"How do you respond to people who say ""You can find research that says anything"" as a way of sidestepping serious debate and preserving the status quo?",0
7838e4fceeef5c477299,What is going to happen to a baby who had not cried at birth?,0
3c089994df51dfc1bc68,How do I get a fresher civil engineering job in India?,0
b7ea7211494a7b52243c,Do prostitution happen on oil rigs?,0
545d9f507645bc6da648,"As a child, did it ever annoy you when an adult would look at something you make or do, and say in high-pitched, overly eager, and disingenuous manner ""good job,"" ""that is awesome,"" or something of the like?",0
4cb8037593ba8d2c188a,"What is the turning point in the novel ""The Loved One"" by Evelyn Waugh?",0
7f8811852f2cbb14c3b6,"What are some things in your culture that if you didn’t do it then it’s rude but if you do it in other culture, it’s also rude?",0
3ef2efd929f240a96dca,What are some strict rules that your parents had?,0
d88a280d6361bce1768e,A student at my high school has come to school crying and has marks on his body the size of cigarette ends and cuts on his head. I am worried he is being abused at home. Should I tell a teacher?,0
b1576318205cffdf9588,What are the top Business Schools in Mumbai for Digital marketing?,0
4603e7a69b84fdbabfda,How and when to let him go?,0
951877af48d5693878e3,"Iam confused, because I don't know my aim, so which stream shall I take?",0
0dd0e2e5eaaa90dd1e03,What is the difference between nuclear radiation and electromagnetic radiation?,0
eab03149a79c3f70c148,How do I write an exam confidently?,0
1fe40967505f05cdcd00,"If you are a medical student and want to learn about the role of AI and technology in healthcare and medicine, where do you start from?",0
db1d5930884df6134f3d,"Would President Trump allow pygmies to immigrate to the USA and settle in Washington, DC?",0
c30c73543753dfce0636,"What IF I'm building a ""prosthetic hand""? Is Arduino also a better choice? Thanks for answering?",0
dd276730538d46c16e1a,How can I study with more intrest?,0
c3093c0b55cd1ce863d7,What would happen if we impose a law such that all government servants are forced to do payments by digital means?,0
d6faaa33913bb444d9ad,What ways could the the U.S Justice System be improved?,0
d706ce4c72350d533f65,How should unattractive people feel about the fact that they tend to be excluded from romance and intimacy?,1
49d177c4aba0d0c27cc2,Should I comment mistakes in Quora answers?,0
5696e0f484b1aedf6e85,"A friend of mine is in love with a Kashmiri Muslim guy, and vice versa. I think Kashmiri girls are much pretty then why that guy felt in love at first sight. could it be a fraud case?",1
774d9b3aae38abb6721c,"Where are the best, most reasonable, and accessible places for snorkeling in Florida and the Caribbean?",0
057ea090dca8ddfc83d6,How different should your partner be from you to have a successful relationship?,0
0a38a103d71d731ee71a,What was the sociological effect on America of a Nuclear war during the Cold War?,0
f69126ad269e5cabda27,Are we just bound to get hurt? Is karma just a theory?,0
92823aad6bb42cfb7786,How is life after graduating from SRM?,0
f9451892b51ee870531e,"Income Tax officer retired on 30.09.1994, what will be his notional pay as on 01.01.1996, 01.01.06 & 01.01.16 respectively?",0
29d940f2d8da80667857,Is it possible to do encryption after encoding?,0
75c013a6eb8ad5bbdaca,"If you had four weeks to build and launch a mission to divert or destroy an incoming asteroid, what would it look like? What if you only had one week?",0
7e91186db397f3dce6c7,Should I use hand brakes when parking my car on a slope?,0
cfa88d55fa2b054918ee,What would be the best laptop under 30 000 INR?,0
a9432cb73efd30b4976c,What is your favourite olympic game and why?,0
744bad1ec514e02d9a24,Is it right to always think ahead and keep pressuring yourself or just live the moment and clear your mind?,0
63c543972bec5936bc90,Do you feel Trump's tariffs will help or hurt American businesses?,0
ef555059d9e3a01b8507,Can someone be charged with a crime if they steal a persons wheelchair?,0
d4d231b072e8bb802206,What is the path to get proficient at R programming from beginner to intermediate level?,0
42d53c96ac53b57246b5,How was the Indonesian military strategy to occupy East Timor in 1975?,0
ba620941c608e1fde407,I am planning to pursue MS in Sustainable development from Uppsala University. Is it worth spending approximately 30 Lacs for this degree? What about the job scenario after completing this course?,0
f095d547686df51dcfb1,"What would you do if a girl you like accepts roaming around with you, sometimes hang out with you and she knows that you like her and you know that she doesn't like you?",0
0b0094ed9a597cdb4f10,What are the best books on Christian social justice?,0
d3f9065f06b4b48e419f,Which chapters in maths is used in economics?,0
4cca96e6ad1ccade05b9,Can Mexico be considered a patriotic country?,0
166c334e8399e2587b87,What are some good alternatives to Tiffany's for engagement rings?,0
74467df7c52392ade6e3,What and how do psychologists make contributions to our society?,0
67c32050e4868c6b019c,Are there any examples to date of benevolent dictators running a well functioning country or state or large group of people with genuinely happy citizens?,0
0201624b861581df10bd,Is it an eating disorder if I never eat breakfast or lunch? I only eat an average meal around 8:00 PM. I just don’t feel hungry.,0
cf892e5392b76c647790,How do I prepare a company logo? I haven't done any course for it but have good imagination and creativity.,0
86cb9f258bb4cb41233b,Do you use meta night in Clash Royale?,0
518d8da6558a103cbafb,Why do diamagnetic substances create a magnetic field opposite to that of applied field?,0
05f718cea3bb1c78fb48,Do feminists think I am evil for not liking feminism?,1
a27bc3e3e947fb0161c3,Have airplanes made unscheduled landings due to a medical emergency on board?,0
926f06c62111b481ca4d,"When we use a magnifying glass to make fire what causes the high temperature, the focused infrared light or from the visible spectrum?",0
5008e6e1bef987b1a816,When and how to begin answer writing practice for UPSC?,0
12031beae00c2e70ba36,Why does your blogs on web doesn't have traction?,0
54cc17e22cc5a49b615f,"What is it like to work for an ""adult toy"" company?",0
498d3c361f8a13dbc736,How do I start talking less and listen more?,0
a2313b2f799ba01015c7,"Does anyone notices the increasing presence of more and more vain, attention seeking individuals answering questions here by posting pictures of themselves seeking some kind of acknowledgement from other readers?",0
f08fa7751d44ed2bfa94,Don't you think Pakistan was been when was been governed under Pervez Musharraf rule?,0
8be70c4fa8be6f12c40c,Can outsiders use the swimming pool facility in Fortune Pandiyan Hotel located in Madurai?,0
14f708740b17184df05c,Where is it possible to buy a new/used 2017 KTM Duke/RC 250 engine?,0
bb9910570709c47f2a41,Which is the best Hindi Magazine for women in India?,0
7c86c37794b6006ffc32,What is your experience being a leader as a student?,0
1e3bafb0f56b703f8c25,"Is there any other example for the equation x^2 = y^3, apart from 8 and 4?",0
cec732dd1036fd8ec28d,What have been the influences of Latin grammar and syntax in the Germanic languages?,0
156a986d38b776adba47,"I have 5 years of experience in IT, which option would be better for part time MBA- PGDM (from NMIMS or Symbiosis) or one year certification from IIM?",0
ada07b2a1e53ddf775c8,What do we learn here?,0
07807eb4ad75f1d367ba,What are the reasons to invest in real estate?,0
e0e1082b4b8dedd12b70,Why won’t a SEAL team take out Kim Jong Un or at least apprehend him for human rights violations while he's in Singapore?,1
66691f2b790e658bd003,What are the most common mistakes people make when recycling?,0
b2e2fc008677718ca340,What is it like to start a startup and fail?,0
e573ae8a43eb761952f0,How were the relations of 100 Kauravas with their step brother Yuyutsu?,0
806816708add34d24610,What is the difference between all the different Lamborghini models?,0
01ebafe5a8c624bc5166,What is salary of a wildlife conservationist in India?,0
adffa3ced4e56f2f908b,How can I tell my cusion that I want to have sex with her?,1
ce3d3c4a6ce75cff04db,"Why are Nepalese immigrants so low cunning, especially Nepalese immigrants in India?",1
9f7c25098bb5a03fc7eb,How did John Preston Bailey become a United States District Court Judge?,0
e9a3cda27bc41791f278,How do you really know that God is real?,0
fd3b9a4a0e386eba8814,Is Jack Del Rio a good football coach?,0
e4594546256d4cf3f5d3,How do I fill the application form for the NCHMCT JEE 2018 examination?,0
92252cd52234d90515a2,How old is kin seokjin in Korea on December 2017?,0
db4164bdbd693493320c,What is the healthiest thing a parent can do for their relationship with their kids?,0
c345ec2e66e1747cff6e,What Materials are Used to make aeroplane?,0
cc9861fcaf559a04327b,What educational qualifications do you need to apply for an MD degree in the US?,0
7930d030f76c830e2c40,"Do we know where cooking originated from? If so, where?",0
2cf34b5126fc32195bd9,"I have a golden doodle whose fur is tightly curled. after brushing, it seems to immediately form tangles, and the groomer always says its fur is matted, though I brush or comb it constantly. What do I do?",0
8e29073ea0d4076462ab,Does women’s short clothing encourages men for inappropriate behavior?,0
d8439d533aac06efe2d4,"How do I answer, 'what do you want to do?' interview question?",0
50f9fb25a13d992e7771,"Where can I find the contacts that I have unblocked on WhatsApp, if theyre not on my phone contacts anymore?",0
a1eca1f66b9021b9b960,Do older Armenians hate Turks and Turkey more than the younger ones?,1
4cdbeefe6e16d7eeef12,How would you deal with a teen daughter who is constantly sad and avoids everyone?,0
b9a82cabfa2cccd793d1,Have you ever met someone with an extreme aversion to pet hair on clothing? What was their reaction when they saw pet hair?,0
31eacc53bdfd861dbfe5,How did Achilles die in the tale of Troy?,0
cab9fc32c91f1a19ec7c,What is the best site for banking preparation?,0
235c3ccb3fb1aa8e82dd,What does 10-17 mean?,0
1ba6520bcdaa0a86820b,How often would Hitler get played for a fool?,0
d08548f71278e45974d0,How was episode 1 of Dragon Ball Z animated?,0
5011844e567e7ed5e376,Would rabies saliva (non bite) go through clothing into a cut or wound if you sat or leaned on an area that had wet saliva?,0
272c11a33227f7f30a6f,How can I rejuvenate the adhesive on a glass screen protector?,0
819ed06f3fbcbc15cb29,My 4 year old began wearing high end designer clothes and coming home at 3 am usually drunk and belligerent. How can I tell it that it is too young to drive without getting beaten up?,1
068474c4e751a34dd8a8,How do crossover employees in India pay taxes?,0
1b3da9446069c95ffb60,How can I treat an overbite from thumbsucking?,0
7b9c2456d7539f6ac880,What's the difference between guerilla warfare and partisan warfare?,0
607d45d431d5a4bf020f,"How good is Green Mountain coffee, and why?",0
fee555f17d0072a9411a,Can a man change his haircut after straightening?,0
e8bd81328503e290a9f6,"How can I get out of the impossible life situation, poverty, orphaned and without resources to start me off?",0
d4f242c838ef8b127400,Why does selfishness exist?,0
f28c7f7b9a742bacfede,Why did movies suffer in the 1950s?,0
b123efc80012ffd6040f,Can Indians join the theresian military academy?,0
af0a8bfb562b8db7c943,Are computer science professors happier with their career than software engineering career for a corporation?,0
4210f5290f9185b9d29c,Why are Vancouver gas prices skyrocketing compared to any other province in Canada?,0
72ca4a0bace7ba5b7585,How can I cope up with the side effects of ADHD?,0
9bcfc2017dc653596e72,Do I really need to buy effects and amps if I have the Guitar Rig software?,0
629a05e06607ddfa5cc7,What equipment is needed to produce oil sands?,0
6f20cbeb23cb15595d36,What are the best hospitals in the country for treating relapsed T-Cell Leukemia?,0
72c0ddc5422d4f112c01,What does it mean by 3300 mAh?,0
1ca6bb2529a069de2693,How can we prevent a baby from having gestational diabetes?,0
77446ec88595b4011af9,What are the subjects that I should include while adding the marks for my percentage in CBSE class 10?,0
1f67a7589d97ce87fcff,Which is the best promotional merchandise website?,0
b8ea4a0c757ef29b637c,What are things I can do to reduce excessive self-talk?,0
cc3ced9e94ba2744a3b7,Do IAS officers feel homesick?,0
09c476d1a6911dc8a5e8,"Atheists are not smart and not wise by looking at the world without the understanding of creation. Why don’t they seek the truth that is in religion and in the Bible with real scientific, logical, and historical events?",1
5be271e6dd8871393cbd,Do guys in the army have to pay for signing papers to get discharge to go home?,0
e368e52b2cc151c80431,Could Anthony Weiner be ultimately responsible for the Trump presidency?,0
8ee85c8a0589abf082dd,I am interested in starting solar power plant in UP. What precaution I have to take?,0
ed1a895ec54edadcc1d8,"I got 5.5 in IELTS, and want to go any European Country for higher study at any cost. Is it possible? I don't want to appear in any IELTS exam again.",0
d5b262a637134d31a7e5,How do study in 2months?,0
69608889d54d545c4d67,How can we post 5 letters in 7 letter boxes?,0
793c046b0d8026627a2d,Do general surgeons know a little of other surgical specialties?,0
de559ab8a19a16121373,Is both 11 and 12 NCERT going to change from 2019?,0
c51afb07f2a914a1c793,"Why is George W. Bush spreading the fake news that there was ""Russian interference"" in 2016?",1
350c6288738777b7e53b,"My friend is mixing around with gangsters, I'm trying to help him but he is not listening, what can I do?",0
695dad94572be96b5080,"What is the science explanation of Harvey formation, penetration and catastrophic damages in Houston?",0
6c83850f35cede261b01,Where is beyblade and Pokemon?,0
79956ed59bb2aec4216e,Why do some people go on social media before responding to a text message?,0
566472add08902523267,What is the funniest/weirdest/scariest thing you have said while you were sleeping?,0
ca0c82c23e3844e148da,How do you approve a Facebook page to be listed in Facebook Business Manager?,0
0bb6833edb9bae744034,What does President Trump consider when choosing nominees?,0
e892f51bd4f7c46be762,"In the X-Men franchise, what is Storm's real name?",0
e809f6cb991cfb97bc75,Should the Texas state government continue to use the same plural executive power structure to prevent any single member of the executive branch from becoming too powerful?,0
a857f475d7e82513eb45,Who is Richard Henry?,0
8ed43675a1c7670f5cca,How do you feel as a consumer after watching the Kathi movie?,0
19a5887ee0400babca36,What idea do you have and what would you like to see being added to improve the use of wheelchairs or enhance the lives of the handicapped in any aspect of life?,0
0d93ef464fe331e1327a,"Is Automotive Engineering popular in India? Being a car and video game enthusiast, what would be a good alternative if automobile engineering isn't good in India?",0
bd5e8d7cfbd3150b132e,Can stammering destroy anyone's life?,0
e9a1147dbbb85e334b63,How do I stretch subscribers?,0
7ea1a25321e1696fb02f,"Me and my boyfriend are together now for 7 years. But he still search for his ex on Facebook, and sometimes when he visit his mother alone, he sees her. Where does I stand with him? Where does I fit in his life?",0
b5e6f3ff39b09f037735,What happens if I stop paying alimony?,0
186bfb22173a30de54f2,How can enterpreneur monitor his employee?,0
9ba0db4b0e05845d8f83,What is the international response to the U.S dropping the MOAB?,0
842793c9ac1702605155,How did a small village near Edinburgh come to be called Joppa?,0
6489053ff7bab935d9d0,How long does it take to become a good swimmer?,0
736f50694b47aafbd571,"How can pure mathematics (abstract algebra, category theory, etc.) fit into professional software development?",0
5d13d398e6854e0ace53,How can a 19 year old like me make money?,0
d8fd756acaffe55cb810,Is Trump's travel ban the first step towards the Pure America Holocaust?,1
e423c95d7dce3dc08b3c,"If Facebook and Google make their money by selling our user information to their customers, then are we being used as commodities?",0
1e5a36300e4c1e75d53d,How do I block or scramble a 3rd party?,0
34b97b14dc8be78bfa3a,"Why was Miley Cyrus selected to portray the fictional character ""Miley Stewart"" from the TV show ""Hannah Montana""?",0
64ba6ead9c8bede06eed,"Is it polite that someone random met you first time and start their conversation by asking how old are you, your marriage status in Australia?",0
0356efd9e38d6ac95c21,"In which cases can we have = standard deviations from list 1 and 2 whose mean are = ? List 1: 2,4,6,8,10,12,14,16,18,20,22 and list 2: contains 8 numbers from liar list 1",0
eb717b2764a08bfa3682,What are some common photography mistakes?,0
151b6350f240b78e392c,How does science differ from ethics?,0
ba3347cf768d83f33e27,What are the pros and cons of taking metformin?,0
b36b168d9cdaaf732775,How difficult will the class X CBSE Board exams be in 2018 considering children were used to the CCE pattern and suddenly they have the entire syllabus?,0
7116d2827b3dbcb0ecf7,What is the difference between MATLAB & Excel?,0
0758f367540b1b36c49b,"Is it true that the Philippines, once knew as the ""Maharlika Kingdom"" was once the wealthiest country in the world?",0
e0e24fafe6959be02b1b,What is the best way to relax after a hectic semester?,0
94a05b4f15ba0d6aa57c,What is the most dangerous situation you’ve put yourself in due to poor decision-making? Where there any long-lasting repercussions as a result (positive or negative)?,0
633600550e5dc9e0b892,How do I create a website where merchants of both physical and digital products get to meet social media influencers who will receive money to post the contents of the merchants on their accounts? My budget is $2000. Thank you,0
8ac87b4a8d0ef2f2fc9a,Will Obama come clean and admit to wiretapping Trump Towers?,0
155fb4af52af48739055,How can I fix my tattoo if it's missing a word?,0
ea59f3f76c9bd1b1892d,"Do you think “Twenty One Pilots” has a good effect on ""normal"" children? Some of them, thanks to their style, began to experience depression and mild suicidal tendencies and began to think about death and all this stuff.",1
ec2db874b6d76fd11b2a,What are career choices after 12th Science?,0
0d5dd0e207d7e5315005,What was Janaki Ramachandran known for?,0
f909401733fed0884c51,"Which is the cheapest university in Italy for an Indian to get an MBA? Or the cheapest city to live in and do the course from, in Italy?",0
7a4b275c43c428f87812,Should I start the company or get the capital?,0
48ee2f83e3e400b8ef66,Could you become a (fighter) pilot with a small Mitral Valve Regurgitation?,0
db394fd40fd127371bb0,What is the full name of computer?,0
ee8cf54f7a6356ec63b4,What are some traits of emotionally devoid people?,0
449ed06930d7a05f4d0b,"Why are ""du"" and ""de la"" considered articles in French while ""some"" is considered an adverb in English, if they have the same meaning?",0
5546e7baedc21ba0eda5,Who are the famous people in south Korea?,0
a0c0b0c579d3a72d5172,"What are the oldest human remains discovered in America, and what migration theory do they support most?",0
4fd9579bfc953b6705c7,What are some good newspapers in India?,0
da0fa1e48e8c4223859b,Which is the best movie in Harry Potter franchise?,0
0b0d91264d2059458ebb,"What would happen if someone refers to North Korea as ""북한 (Bughan)"" while they are in North Korea?",0
4a545dc0720b20667dc2,"Which sites would you recommend for practicing Java, suitable even for beginners? I am interested in finding a site with problems ordered by difficulty, with solutions, with a code editor and with problems that might be asked in an interview",0
6c8f30fec64c40963a83,Is it possible to effectively market original music on Facebook without having to pay for ads? How?,0
b6c5c625406e76dc48c0,What would happen if the pope visited a Muslim country?,0
efcdb35c69fb942ea121,What is the best substitute for vanilla bean paste?,0
1731c0f9ec45510c5d8d,Can we do postgraduation outside India with Madurai Kamaraj distance University degree certificate?,0
0c70063fa6c6ea8b6c4d,How can I make a homemade recipe to treat white gums?,0
14d714c3a16bab73db67,What is the next level of bitcoin?,0
772291ec22bb44795502,Does anyone teach art or design at a university level with just a masters degree?,0
40e52df63fa83369afe9,Who is the oldest living motion picture actor or actress?,0
847a389f8f99d51efb47,Y we should read 30 pages of a book everyday?,0
7385add47c9dc7a45063,When will the illegal Bangladeshi immigrants ask the government to impose Sharia law in Assam?,1
a8b0982f2d9f2793f438,What do you mean by simple living and high thinking?,0
fcc9132000ab5c0f77f1,Are gas vehicles cheaper?,0
7f8571635e6c3fc5b034,"I am terrified of wasps. What can I do to help get over this fear, or at least lessen it?",0
e3224d8d845c403d6fc9,"What's another word for ""a rough life""?",0
51d9c13d90b8b5756481,Is there any gearless car?,0
ac52b369fe749aa76ff4,"If I want to quit smoking cigarettes, do I have to quit smoking weed with friends occasionnally?",0
4214340f420275155f3b,How should I write RPL Project positively for ACS assessment?,0
db114578fa402610213a,What are the best books on Film Producing?,0
0a128b3e3ae5a781dd34,Do girls not want to have sex with uncircumcised guys?,0
48eee30ab1f8f2edf5f3,Can a sad story help get me into a good college?,0
a88057945102a1c7777c,What does the term ‘outside sales’ refer to? Would it make for reliable income?,0
b7bd9327e95c34c7dcf4,What is the worst thing wrong with the food industry?,0
a7fcab850cedc691970d,Why is NEET 2017 cutoff decreased?,0
4909603fd20019507226,Why does Google Sheet not allow you to Group Columns and Rows?,0
8013d3a9d34723e8a38d,What characters did Stan Lee openly express appreciation for due to their performance in the MCU?,0
0af922000d31df0cb7da,How can I prevent the risk of static damage to components when building a PC. Does anyone have any tricks or methods they use?,0
8253d2038c96fa17589f,At what point do Islamic religious freedoms and the secular culture of America clash?,0
be1c5aaf3307d764d62b,What are the different types in software engineering?,0
b9159656c97cbe47b65c,Why was a semicircle of salt poured outside my door?,0
f64440f726af0d21fe18,How can I get into Oxbridge?,0
04551a8791e7b53a9853,Why is suicide not a good option?,0
d0d89b21b4dc2938db44,Who is the first scientist?,0
48bb65140d8d33c1c0d6,What other commandments Jews do not follow?,0
8cccdb9f9374723d7166,What are some examples of coalition warfare?,0
f2db4c91f20efadaf37a,What are some lesser known facts about Sandra Will Carradine's biography?,0
4dc076552d07f9b8ac93,What is the need of Understanding the product’s demand?,0
22148ce1a1bb8ff741a1,How can I learn to be less disgusting mentally?,0
894fde16571f29fbfcd6,Why do some people hate Karna without any reason? Do they just like Arjuna just because he was supported by Lord Krishna and other gods? Did they really read Mahabharata to know what Arjuna is really worthy of?,0
9f76a59135917832ad89,How much Should 13cyear old be allowed to drink with friends?,0
b18ad7945b262eb545ce,Will a cure for eye floaters ever be found?,0
4c08d00ae4fda4a530bc,How can I become a natgrid CEO?,0
9a94dc5420b945fedb40,Is Britain's nuclear deterrent independent?,0
5a58b4ba541b1b0d8675,"Can a permanent PSU employee use his hobby to earn little more, but use this extra cash to sustain the hobby?",0
902d215e06e257b8d551,What is integration of sin^6x + cos^6x / sin^2xcos^2x?,0
defccb578138a9b92ca1,"Can you give idea, whether AMIE is valid or not?",0
746c73dd3250ca38ebc4,What are the best smartphones under ₹10000-₹12000?,0
323a12d301fec56c2758,What are some funny photos of you?,0
8d811798711a13e8970d,What is outside the multiverse?,0
a7e033cee938a016839c,"How does diffusion play a role in the movement of nutrients, gases, and wastes?",0
bc71209f33201bdd2cc8,What are the consequences of peer pressure in young teenagers?,0
c6781a433f4c44ca9bce,Why doesn't the government of Pakistan keep fast and celebrate Eid on the same day as KPK?,0
0bac28a0332b460353b5,Why didn't India annex Nepal the way China annexed Tibet?,0
9a1f2161ed63a7b1064d,Do air hostess work during pregnancy?,0
8a144f79d6b8bea06748,"Should I become someone im not, just to blend in with people around me?",0
36291e237a4de2090bf7,Are we grounded?,0
458a461ab96c016deaf2,How did the teenage culture from the 1950s influence the most recent cultures?,0
041acf5e93f8041120b1,How do you say 'my heart is heavy' in Hindi?,0
db5e2ef19c87e8eaf347,How do owner operators find loads?,0
50c077255d4659841196,What are the differences between Diazepam and Tramadol?,0
68121a38f4cbcce4d28e,Can a committed relationship break?,0
56ed4ba98fc0e42f090e,Why do articles about cats always refer to the cat as female?,0
9f2b2e0d34a2ede318a0,"What is the missing number in the sequence 2, 4, 256?",0
560f234834013f052eb8,Would I know if a piece of glass gets lodged in my ear?,0
0e3b5333b83486040129,"Is it possible to become deliberately interested in something? If so, how?",0
16349b31b2c5b19082c6,What can be done in the dental office with a laser?,0
8dcd85deb2dab0a5fcbb,What is the scenario for getting the same rank in JEE advanced by many candidates?,0
ff7c20e78afb6847737d,Single 43 year old black women want to relocate to Georgia?,0
78b3fa83061c5d399804,What can we do to improve the living standard of African villagers?,0
094b26471ba05a3ea3bf,How do I craft a theme for my Cherry keyboard?,0
7c92d2d81697354afb92,Are Chinese women egocentric?,1
3dc88064fab9d7eacdc9,How can I heat a copper coil?,0
35de933e00e3ade04621,What functions do epithelial cells serve in animals?,0
7695793a28cd228c77ef,What are characteristics define mellow comedy?,0
0762b61af40cbebadc3f,How many stars are in the universe?,0
84d8c79e221828708555,What classroom activities could be conducted under personality Development Programme for average Indian college students?,0
dd599f40fc7258cb8f2d,Why would a married male teacher do vediochat in watsapp with a student and take screenshots and hiding from his wife?,0
432298e76a723947cc57,When should I use reflectors in photography?,0
c7ade80358535fff7588,Have you ever loved someone from your heart?,0
2a36fa8bad3a7805d433,Why am I so quiet and slow?,0
2888afac850031cdf33b,What is 2/4 of 60?,0
94514e50b9b8579a41a3,What is luxury goods in car services and repairs?,0
407d4f4dcd479328d810,Why do petrol pump dealers face underground tank shortage problems?,0
51d8d1f8f0b34c2d4cde,How is it to travel alone in Italy?,0
62ed041c0fddfa24c953,What is the difference between Applied Physics and Industrial Physics?,0
c24fce80531d3be8c0a1,How can I integrate Node.js into my already existing PHP website? How would I release this to the internet?,0
e63009fb5724a9dc7a37,What are some quotes used in the Catholic confirmation?,0
b794e80cf7c43ae67304,Why do guitar players love valve amps so much?,0
45623d1417347e891515,Have you ever felt like your just something else's experiment?,0
6dbd3593eba0a74a4179,How was Andy's wife killed in Shawshank Redemption?,0
82e076298a86377ad4fa,How does solar radiation affect time of day?,0
bc364905de89944f87e3,What is meant by Bharat stage III?,0
34260c1867fe97828697,How do I solve [math]x-10 \lt 2x-2 \lt 2[/math] ?,0
13461072edeeb2e9a80c,What was the best Harry Potter smut you ever read?,0
5159ef731f7310d3a9ef,"I can't feel emotional pain anymore after being hurt so much, how can I get my emotions back?",0
8fdeb1f0fed0406d826b,Can I drive in the US on an Indian driver's licence?,0
7bedf22f726ca0982286,Does the 'ethnic group' called BME still exist? How are people in this group different to other people?,0
19d2a7241e9972e4eaab,What is the difference between distressed and project portfolio management?,0
f6cf123efc0a22b06515,"My son said I was being stupid, so I poured hot wax on him. Is this reasonable?",1
11f4fd759c5d2a166a66,How are softboxes used in professional photography?,0
0b0eff231b21e4814c26,What is the best way to keep yourself busy and not be needy?,0
751f4d79ebfa19a2cd45,"How is it like being a forensic scientist (payed vacation, health benefits, hours, pay)?",0
8a592b69aeaeacefa987,Which is the best iPad service center in Chennai?,0
56d85f0bd1319d7b80e7,Which is the highest level of certification one can do in information security?,0
d715a82f0803d03f498d,How valued is a degree from Ecole Centrale Paris in foreign countries?,0
65222a32240049d72dac,Can I be successful and build a career in the military without a college degree?,0
fc79d9a65f0aaceddfbe,"Besides shooting and field craft, what other skills are Marine corps scout snipers trained in?",0
644e8125735fa8a4fce0,What can I do to cure my depression (mild) without therapy and without meds?,0
9c3ba32a268783468b69,How can you identify a case dyspnea in cats?,0
d718513d4ad04702ba19,The temperature at which the volume if gas is zero?,0
616e36408d70d7df07ab,How do I calculate $\displaystyle\int\frac {e^x} {(e^x+1) ^2} dx$?,0
d9bb6a4336f53816d6d5,Does Taylor Swift like Korean food?,0
c0508083fb8d9d381a77,"How do you find the time to read a book a week, are there any techniques that you use?",0
147230eb40205faa1cc0,"Does it worth buying a Lenovo Core i7 6th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) Ideapad 310 Laptop (15.6 inch, Black)?",0
a8c9ad5d03445f586768,"When a house is built on expandable clays, is it a cheap solution to lower the foundation to a level where the moisture content in the clay does not vary much?",0
0a7a3f212f752ce5dd1d,How should I handle being spied on in and out of work?,0
1174b9e8f0bd4737d1fa,What is the current population of Orlando Florida?,0
